Type,Agreement,Description,Year,Community,Also Known As,Name,Town,Source
Economic and Community Development Agreements (ECDAs),Ktunaxa Nation  ECDA,ECDAs are agreements between Government and First Nations for sharing the direct mineral tax revenue on new mines and major mine expansions.,2017,Ktunaxa Nation,,Ktunaxa,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/economic-and-community-development-agreements
Economic and Community Development Agreements (ECDAs),Kwadacha First Nation ECDA,ECDAs are agreements between Government and First Nations for sharing the direct mineral tax revenue on new mines and major mine expansions.,2017,Kwadacha First Nation,,Kwadacha,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/economic-and-community-development-agreements
Economic and Community Development Agreements (ECDAs),Lheidli T'enneh  ECDA,ECDAs are agreements between Government and First Nations for sharing the direct mineral tax revenue on new mines and major mine expansions.,2017,Lheidli T'enneh,,Lheidli T'enneh,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/economic-and-community-development-agreements
Economic and Community Development Agreements (ECDAs),Lower Similkameen Indian Band and Upper Similkameen Indian Band  ECDA,ECDAs are agreements between Government and First Nations for sharing the direct mineral tax revenue on new mines and major mine expansions.,2013,Lower Similkameen Indian Band,,Lower Similkameen,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/economic-and-community-development-agreements
Economic and Community Development Agreements (ECDAs),Lower Similkameen Indian Band and Upper Similkameen Indian Band  ECDA,ECDAs are agreements between Government and First Nations for sharing the direct mineral tax revenue on new mines and major mine expansions.,2013,Upper Similkameen Indian Band,,Upper Similkameen,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/economic-and-community-development-agreements
Economic and Community Development Agreements (ECDAs),McLeod Lake Indian Band  ECDA,ECDAs are agreements between Government and First Nations for sharing the direct mineral tax revenue on new mines and major mine expansions.,2010,McLeod Lake Indian Band,,McLeod Lake,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/economic-and-community-development-agreements
Economic and Community Development Agreements (ECDAs),Nak'azdli Band  ECDA,ECDAs are agreements between Government and First Nations for sharing the direct mineral tax revenue on new mines and major mine expansions.,2012,Nak'azdli Band,,Nak'azdli,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/economic-and-community-development-agreements
Economic and Community Development Agreements (ECDAs),Nisga'a Nation (BruceJack Mine) ECDA,ECDAs are agreements between Government and First Nations for sharing the direct mineral tax revenue on new mines and major mine expansions.,2018,Nisga'a Nation,,Nisga'a,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/economic-and-community-development-agreements
Economic and Community Development Agreements (ECDAs),Nisga'a Nation (Kitsault Mine) ECDA,ECDAs are agreements between Government and First Nations for sharing the direct mineral tax revenue on new mines and major mine expansions.,2014,Nisga'a Nation,,Nisga'a,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/economic-and-community-development-agreements
Economic and Community Development Agreements (ECDAs),Nlaka’pamux First Nations  ECDA,ECDAs are agreements between Government and First Nations for sharing the direct mineral tax revenue on new mines and major mine expansions.,2013,Ashcroft Indian Band,,Ashcroft,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/economic-and-community-development-agreements
Economic and Community Development Agreements (ECDAs),Nlaka’pamux First Nations  ECDA,ECDAs are agreements between Government and First Nations for sharing the direct mineral tax revenue on new mines and major mine expansions.,2013,Boston Bar First Nation,,Boston Bar,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/economic-and-community-development-agreements
Economic and Community Development Agreements (ECDAs),Nlaka’pamux First Nations  ECDA,ECDAs are agreements between Government and First Nations for sharing the direct mineral tax revenue on new mines and major mine expansions.,2013,Coldwater Indian Band,,Coldwater,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/economic-and-community-development-agreements
Economic and Community Development Agreements (ECDAs),Nlaka’pamux First Nations  ECDA,ECDAs are agreements between Government and First Nations for sharing the direct mineral tax revenue on new mines and major mine expansions.,2013,Cook's Ferry Indian Band,,Cook's Ferry,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/economic-and-community-development-agreements
Economic and Community Development Agreements (ECDAs),Nlaka’pamux First Nations  ECDA,ECDAs are agreements between Government and First Nations for sharing the direct mineral tax revenue on new mines and major mine expansions.,2013,Nicomen Indian Band,,Nicomen,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/economic-and-community-development-agreements
Economic and Community Development Agreements (ECDAs),Nlaka’pamux First Nations  ECDA,ECDAs are agreements between Government and First Nations for sharing the direct mineral tax revenue on new mines and major mine expansions.,2013,Nooaitch Indian Band,,Nooaitch,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/economic-and-community-development-agreements
Economic and Community Development Agreements (ECDAs),Nlaka’pamux First Nations  ECDA,ECDAs are agreements between Government and First Nations for sharing the direct mineral tax revenue on new mines and major mine expansions.,2013,Shackan Indian Band,,Shackan,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/economic-and-community-development-agreements
Economic and Community Development Agreements (ECDAs),Nlaka’pamux First Nations  ECDA,ECDAs are agreements between Government and First Nations for sharing the direct mineral tax revenue on new mines and major mine expansions.,2013,Siska Indian Band,,Siska,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/economic-and-community-development-agreements
Economic and Community Development Agreements (ECDAs),Saulteau First Nations ECDA,ECDAs are agreements between Government and First Nations for sharing the direct mineral tax revenue on new mines and major mine expansions.,2015,Saulteau First Nations,,Saulteau,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/economic-and-community-development-agreements
Economic and Community Development Agreements (ECDAs),Stk'emlupsemc of the Secwepemc Nation (Kamloops Band)  ECDA,ECDAs are agreements between Government and First Nations for sharing the direct mineral tax revenue on new mines and major mine expansions.,2010,Stk'emlupsemc of the Secwepemc Nation,Kamloops Band,Stk'emlupsemc of the Secwepemc,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/economic-and-community-development-agreements
Economic and Community Development Agreements (ECDAs),Tahltan Nation ECDA,ECDAs are agreements between Government and First Nations for sharing the direct mineral tax revenue on new mines and major mine expansions.,2018,Tahltan Nation,,Tahltan,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/economic-and-community-development-agreements
Economic and Community Development Agreements (ECDAs),Takla Lake First Nation ECDA,ECDAs are agreements between Government and First Nations for sharing the direct mineral tax revenue on new mines and major mine expansions.,2017,Takla Lake First Nation,,Takla Lake,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/economic-and-community-development-agreements
Economic and Community Development Agreements (ECDAs),Tsay Keh Dene First Nation ECDA,ECDAs are agreements between Government and First Nations for sharing the direct mineral tax revenue on new mines and major mine expansions.,2017,Tsay Keh Dene First Nation,,Tsay Keh Dene,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/economic-and-community-development-agreements
Economic and Community Development Agreements (ECDAs),West Moberly First Nations ECDA,ECDAs are agreements between Government and First Nations for sharing the direct mineral tax revenue on new mines and major mine expansions.,2015,West Moberly First Nations,,West Moberly,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/economic-and-community-development-agreements
Economic and Community Development Agreements (ECDAs),Williams Lake Indian Band  ECDA,ECDAs are agreements between Government and First Nations for sharing the direct mineral tax revenue on new mines and major mine expansions.,2013,Williams Lake Indian Band,,Williams Lake,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/economic-and-community-development-agreements
Economic and Community Development Agreements (ECDAs),Xatsull First Nation (Soda Creek)  ECDA,ECDAs are agreements between Government and First Nations for sharing the direct mineral tax revenue on new mines and major mine expansions.,2013,Xatsull First Nation,Soda Creek,Xatsull,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/economic-and-community-development-agreements
First Nations Limited Partnership (FLNP),Haisla Nation,"The First Nations Pacific Trail Pipelines (PTP) Group Limited Partnership (FNLP) comprises 16 First Nations in British Columbia. FNLP is commercial partnership by and for First Nations who, together, negotiated and concluded a precedent-setting commercial benefits agreement regarding the PTP project. The project is a proposed 480-kilometer pipeline designed to transport natural gas from Summit Lake in British Columbia to the proposed Kitimat LNG export terminal.",2009,Haisla Nation,,Haisla,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
First Nations Limited Partnership (FLNP),Kitselas First Nation,"The First Nations Pacific Trail Pipelines (PTP) Group Limited Partnership (FNLP) comprises 16 First Nations in British Columbia. FNLP is commercial partnership by and for First Nations who, together, negotiated and concluded a precedent-setting commercial benefits agreement regarding the PTP project. The project is a proposed 480-kilometer pipeline designed to transport natural gas from Summit Lake in British Columbia to the proposed Kitimat LNG export terminal.",2008,Kitselas First Nation,,Kitselas,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
First Nations Limited Partnership (FLNP),Lax Kw’alaams First Nation,"The First Nations Pacific Trail Pipelines (PTP) Group Limited Partnership (FNLP) comprises 16 First Nations in British Columbia. FNLP is commercial partnership by and for First Nations who, together, negotiated and concluded a precedent-setting commercial benefits agreement regarding the PTP project. The project is a proposed 480-kilometer pipeline designed to transport natural gas from Summit Lake in British Columbia to the proposed Kitimat LNG export terminal.",2008,Lax Kw’alaams First Nation,,Lax Kw'alaams,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
First Nations Limited Partnership (FLNP),Lheidli T’enneh First Nation,"The First Nations Pacific Trail Pipelines (PTP) Group Limited Partnership (FNLP) comprises 16 First Nations in British Columbia. FNLP is commercial partnership by and for First Nations who, together, negotiated and concluded a precedent-setting commercial benefits agreement regarding the PTP project. The project is a proposed 480-kilometer pipeline designed to transport natural gas from Summit Lake in British Columbia to the proposed Kitimat LNG export terminal.",2008,Lheidli T’enneh First Nation,,Lheidli T'enneh,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
First Nations Limited Partnership (FLNP),McLeod Lake Indian Band,"The First Nations Pacific Trail Pipelines (PTP) Group Limited Partnership (FNLP) comprises 16 First Nations in British Columbia. FNLP is commercial partnership by and for First Nations who, together, negotiated and concluded a precedent-setting commercial benefits agreement regarding the PTP project. The project is a proposed 480-kilometer pipeline designed to transport natural gas from Summit Lake in British Columbia to the proposed Kitimat LNG export terminal.",2009,McLeod Lake Indian Band,,McLeod Lake,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
First Nations Limited Partnership (FLNP),Metlakatla First Nation,"The First Nations Pacific Trail Pipelines (PTP) Group Limited Partnership (FNLP) comprises 16 First Nations in British Columbia. FNLP is commercial partnership by and for First Nations who, together, negotiated and concluded a precedent-setting commercial benefits agreement regarding the PTP project. The project is a proposed 480-kilometer pipeline designed to transport natural gas from Summit Lake in British Columbia to the proposed Kitimat LNG export terminal.",2008,Metlakatla First Nation,,Metlakatla,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
First Nations Limited Partnership (FLNP),Moricetown Indian Band,"The First Nations Pacific Trail Pipelines (PTP) Group Limited Partnership (FNLP) comprises 16 First Nations in British Columbia. FNLP is commercial partnership by and for First Nations who, together, negotiated and concluded a precedent-setting commercial benefits agreement regarding the PTP project. The project is a proposed 480-kilometer pipeline designed to transport natural gas from Summit Lake in British Columbia to the proposed Kitimat LNG export terminal.",2015,Moricetown Indian Band,,Moricetown,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
First Nations Limited Partnership (FLNP),Nadleh Whut’en First Nation,"The First Nations Pacific Trail Pipelines (PTP) Group Limited Partnership (FNLP) comprises 16 First Nations in British Columbia. FNLP is commercial partnership by and for First Nations who, together, negotiated and concluded a precedent-setting commercial benefits agreement regarding the PTP project. The project is a proposed 480-kilometer pipeline designed to transport natural gas from Summit Lake in British Columbia to the proposed Kitimat LNG export terminal.",2008,Nadleh Whut’en First Nation,,Nadleh Whut’en,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
First Nations Limited Partnership (FLNP),Nak’azdli First Nation,"The First Nations Pacific Trail Pipelines (PTP) Group Limited Partnership (FNLP) comprises 16 First Nations in British Columbia. FNLP is commercial partnership by and for First Nations who, together, negotiated and concluded a precedent-setting commercial benefits agreement regarding the PTP project. The project is a proposed 480-kilometer pipeline designed to transport natural gas from Summit Lake in British Columbia to the proposed Kitimat LNG export terminal.",2008,Nak’azdli First Nation,,Nak'azdli,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
First Nations Limited Partnership (FLNP),Nee Tahi Buhn Indian Band,"The First Nations Pacific Trail Pipelines (PTP) Group Limited Partnership (FNLP) comprises 16 First Nations in British Columbia. FNLP is commercial partnership by and for First Nations who, together, negotiated and concluded a precedent-setting commercial benefits agreement regarding the PTP project. The project is a proposed 480-kilometer pipeline designed to transport natural gas from Summit Lake in British Columbia to the proposed Kitimat LNG export terminal.",2008,Nee Tahi Buhn Indian Band,,Nee-Tahi-Buhn,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
First Nations Limited Partnership (FLNP),Saik’uz First Nation,"The First Nations Pacific Trail Pipelines (PTP) Group Limited Partnership (FNLP) comprises 16 First Nations in British Columbia. FNLP is commercial partnership by and for First Nations who, together, negotiated and concluded a precedent-setting commercial benefits agreement regarding the PTP project. The project is a proposed 480-kilometer pipeline designed to transport natural gas from Summit Lake in British Columbia to the proposed Kitimat LNG export terminal.",2008,Saik’uz First Nation,,Saik'uz,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
First Nations Limited Partnership (FLNP),Skin Tyee First Nation,"The First Nations Pacific Trail Pipelines (PTP) Group Limited Partnership (FNLP) comprises 16 First Nations in British Columbia. FNLP is commercial partnership by and for First Nations who, together, negotiated and concluded a precedent-setting commercial benefits agreement regarding the PTP project. The project is a proposed 480-kilometer pipeline designed to transport natural gas from Summit Lake in British Columbia to the proposed Kitimat LNG export terminal.",2008,Skin Tyee First Nation,,Skin Tyee,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
First Nations Limited Partnership (FLNP),Stellat’en First Nation,"The First Nations Pacific Trail Pipelines (PTP) Group Limited Partnership (FNLP) comprises 16 First Nations in British Columbia. FNLP is commercial partnership by and for First Nations who, together, negotiated and concluded a precedent-setting commercial benefits agreement regarding the PTP project. The project is a proposed 480-kilometer pipeline designed to transport natural gas from Summit Lake in British Columbia to the proposed Kitimat LNG export terminal.",2008,Stellat’en First Nation,,Stellat'en,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
First Nations Limited Partnership (FLNP),Ts’il Kaz Koh First Nation,"The First Nations Pacific Trail Pipelines (PTP) Group Limited Partnership (FNLP) comprises 16 First Nations in British Columbia. FNLP is commercial partnership by and for First Nations who, together, negotiated and concluded a precedent-setting commercial benefits agreement regarding the PTP project. The project is a proposed 480-kilometer pipeline designed to transport natural gas from Summit Lake in British Columbia to the proposed Kitimat LNG export terminal.",2008,Ts’il Kaz Koh First Nation,,Ts’il Kaz Koh,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
First Nations Limited Partnership (FLNP),West Moberly First Nations,"The First Nations Pacific Trail Pipelines (PTP) Group Limited Partnership (FNLP) comprises 16 First Nations in British Columbia. FNLP is commercial partnership by and for First Nations who, together, negotiated and concluded a precedent-setting commercial benefits agreement regarding the PTP project. The project is a proposed 480-kilometer pipeline designed to transport natural gas from Summit Lake in British Columbia to the proposed Kitimat LNG export terminal.",2009,West Moberly First Nations,,West Moberly,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
First Nations Limited Partnership (FLNP),Wet’suwet’en First Nation,"The First Nations Pacific Trail Pipelines (PTP) Group Limited Partnership (FNLP) comprises 16 First Nations in British Columbia. FNLP is commercial partnership by and for First Nations who, together, negotiated and concluded a precedent-setting commercial benefits agreement regarding the PTP project. The project is a proposed 480-kilometer pipeline designed to transport natural gas from Summit Lake in British Columbia to the proposed Kitimat LNG export terminal.",2008,Wet’suwet’en First Nation,,Wet’suwet’en,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Natural Gas Pipeline Benefits Agreements  (PBAs),Coast GasLink Pipeline Project,"Natural Gas Benefits Agreements are agreements between Government and First Nations that are part of the B.C. Government's comprehensive approach to partnering with First Nations on liquefied natural gas (LNG) opportunities, which also includes development of skills training and environmental stewardship projects with First Nations.",2016,Saulteau,,Saulteau,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Natural Gas Pipeline Benefits Agreements  (PBAs),Coastal GasLink Pipeline Project,"Natural Gas Benefits Agreements are agreements between Government and First Nations that are part of the B.C. Government's comprehensive approach to partnering with First Nations on liquefied natural gas (LNG) opportunities, which also includes development of skills training and environmental stewardship projects with First Nations.",2015,Doig River,,Doig River,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Natural Gas Pipeline Benefits Agreements  (PBAs),Coastal GasLink Pipeline Project,"Natural Gas Benefits Agreements are agreements between Government and First Nations that are part of the B.C. Government's comprehensive approach to partnering with First Nations on liquefied natural gas (LNG) opportunities, which also includes development of skills training and environmental stewardship projects with First Nations.",2015,Halfway River,,Halfway River,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Natural Gas Pipeline Benefits Agreements  (PBAs),Coastal GasLink Pipeline Project,"Natural Gas Benefits Agreements are agreements between Government and First Nations that are part of the B.C. Government's comprehensive approach to partnering with First Nations on liquefied natural gas (LNG) opportunities, which also includes development of skills training and environmental stewardship projects with First Nations.",2015,Lheidli T'enneh,,Lheidli T'enneh,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Natural Gas Pipeline Benefits Agreements  (PBAs),Coastal GasLink Pipeline Project,"Natural Gas Benefits Agreements are agreements between Government and First Nations that are part of the B.C. Government's comprehensive approach to partnering with First Nations on liquefied natural gas (LNG) opportunities, which also includes development of skills training and environmental stewardship projects with First Nations.",2015,McLeod Lake,,McLeod Lake,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Natural Gas Pipeline Benefits Agreements  (PBAs),Coastal GasLink Pipeline Project,"Natural Gas Benefits Agreements are agreements between Government and First Nations that are part of the B.C. Government's comprehensive approach to partnering with First Nations on liquefied natural gas (LNG) opportunities, which also includes development of skills training and environmental stewardship projects with First Nations.",2015,Moricetown Band,,Moricetown,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Natural Gas Pipeline Benefits Agreements  (PBAs),Coastal GasLink Pipeline Project,"Natural Gas Benefits Agreements are agreements between Government and First Nations that are part of the B.C. Government's comprehensive approach to partnering with First Nations on liquefied natural gas (LNG) opportunities, which also includes development of skills training and environmental stewardship projects with First Nations.",2014,Nee-Tahi-Buhn,,Nee-Tahi-Buhn,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Natural Gas Pipeline Benefits Agreements  (PBAs),Coastal GasLink Pipeline Project,"Natural Gas Benefits Agreements are agreements between Government and First Nations that are part of the B.C. Government's comprehensive approach to partnering with First Nations on liquefied natural gas (LNG) opportunities, which also includes development of skills training and environmental stewardship projects with First Nations.",2016,Saik'uz First Nation,,Saik'uz,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Natural Gas Pipeline Benefits Agreements  (PBAs),Coastal GasLink Pipeline Project,"Natural Gas Benefits Agreements are agreements between Government and First Nations that are part of the B.C. Government's comprehensive approach to partnering with First Nations on liquefied natural gas (LNG) opportunities, which also includes development of skills training and environmental stewardship projects with First Nations.",2014,Skin Tyee,,Skin Tyee,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Natural Gas Pipeline Benefits Agreements  (PBAs),Coastal GasLink Pipeline Project,"Natural Gas Benefits Agreements are agreements between Government and First Nations that are part of the B.C. Government's comprehensive approach to partnering with First Nations on liquefied natural gas (LNG) opportunities, which also includes development of skills training and environmental stewardship projects with First Nations.",2015,Stellat'en,,Stellat'en,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Natural Gas Pipeline Benefits Agreements  (PBAs),Coastal GasLink Pipeline Project,"Natural Gas Benefits Agreements are agreements between Government and First Nations that are part of the B.C. Government's comprehensive approach to partnering with First Nations on liquefied natural gas (LNG) opportunities, which also includes development of skills training and environmental stewardship projects with First Nations.",2015,Ts'il Kaz Koh Burns Lake,,Ts'il Kaz Koh,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Natural Gas Pipeline Benefits Agreements  (PBAs),Coastal GasLink Pipeline Project,"Natural Gas Benefits Agreements are agreements between Government and First Nations that are part of the B.C. Government's comprehensive approach to partnering with First Nations on liquefied natural gas (LNG) opportunities, which also includes development of skills training and environmental stewardship projects with First Nations.",2015,West Moberly,,West Moberly,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Natural Gas Pipeline Benefits Agreements  (PBAs),Coastal GasLink Pipeline Project,"Natural Gas Benefits Agreements are agreements between Government and First Nations that are part of the B.C. Government's comprehensive approach to partnering with First Nations on liquefied natural gas (LNG) opportunities, which also includes development of skills training and environmental stewardship projects with First Nations.",2014,Wet'suwet'en,,Wet’suwet’en,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Natural Gas Pipeline Benefits Agreements  (PBAs),Coastal GasLink Pipeline Project,"Natural Gas Benefits Agreements are agreements between Government and First Nations that are part of the B.C. Government's comprehensive approach to partnering with First Nations on liquefied natural gas (LNG) opportunities, which also includes development of skills training and environmental stewardship projects with First Nations.",2014,Yekooche,,Yekooche,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Natural Gas Pipeline Benefits Agreements  (PBAs),"Coastal GasLink Pipeline Project, Prince Rupert Gas Transmission Project, Westcoast Connector Gas Transmission Project","Natural Gas Benefits Agreements are agreements between Government and First Nations that are part of the B.C. Government's comprehensive approach to partnering with First Nations on liquefied natural gas (LNG) opportunities, which also includes development of skills training and environmental stewardship projects with First Nations.",2014,Kitselas,,Kitselas,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Natural Gas Pipeline Benefits Agreements  (PBAs),Pr. Rupert Gas Transmission Project,"Natural Gas Benefits Agreements are agreements between Government and First Nations that are part of the B.C. Government's comprehensive approach to partnering with First Nations on liquefied natural gas (LNG) opportunities, which also includes development of skills training and environmental stewardship projects with First Nations.",2015,McLeod Lake,,McLeod Lake,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Natural Gas Pipeline Benefits Agreements  (PBAs),Prince Rupert Gas Transmission Project,"Natural Gas Benefits Agreements are agreements between Government and First Nations that are part of the B.C. Government's comprehensive approach to partnering with First Nations on liquefied natural gas (LNG) opportunities, which also includes development of skills training and environmental stewardship projects with First Nations.",2014,Doig River,,Doig River,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Natural Gas Pipeline Benefits Agreements  (PBAs),Prince Rupert Gas Transmission Project,"Natural Gas Benefits Agreements are agreements between Government and First Nations that are part of the B.C. Government's comprehensive approach to partnering with First Nations on liquefied natural gas (LNG) opportunities, which also includes development of skills training and environmental stewardship projects with First Nations.",2014,Gitanyow,,Gitanyow,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Natural Gas Pipeline Benefits Agreements  (PBAs),Prince Rupert Gas Transmission Project,"Natural Gas Benefits Agreements are agreements between Government and First Nations that are part of the B.C. Government's comprehensive approach to partnering with First Nations on liquefied natural gas (LNG) opportunities, which also includes development of skills training and environmental stewardship projects with First Nations.",2014,Gitxaala,,Gitxaala,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
Natural Gas Pipeline Benefits Agreements  (PBAs),Prince Rupert Gas Transmission Project,"Natural Gas Benefits Agreements are agreements between Government and First Nations that are part of the B.C. Government's comprehensive approach to partnering with First Nations on liquefied natural gas (LNG) opportunities, which also includes development of skills training and environmental stewardship projects with First Nations.",2016,Gitxsan,,Gitxsan,,https://www2.gov.bc.ca/gov/content/environment/natural-resource-stewardship/consulting-with-first-nations/first-nations-negotiations/natural-gas-pipeline-benefits-agreements
